customerID,gender,tenure,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn
8012-SOUDQ,Female,43,Fiber optic,Month-to-month,Electronic check,90.25,3838.75,True,False,False,True,True,False,True,False,False,True,False,True,False
9420-LOJKX,Female,15,Fiber optic,Month-to-month,Credit card (automatic),99.1,1426.4,False,False,False,True,False,True,True,False,False,True,True,True,True
6575-SUVOI,Female,25,DSL,Month-to-month,Credit card (automatic),69.5,1752.65,True,True,False,True,True,True,False,False,True,True,False,True,False
7495-OOKFY,Female,8,Fiber optic,Month-to-month,Credit card (automatic),80.65,633.3,True,True,False,True,True,False,True,False,False,False,False,True,True
4667-QONEA,Female,60,DSL,One year,Credit card (automatic),74.85,4456.35,True,True,True,True,False,True,True,True,True,False,True,True,False
1658-BYGOY,Male,18,Fiber optic,Month-to-month,Electronic check,95.45,1752.55,True,False,False,True,True,False,False,False,False,True,True,True,True
8769-KKTPH,Female,63,Fiber optic,One year,Credit card (automatic),99.65,6311.2,False,True,True,True,True,True,False,False,False,True,True,True,False
5067-XJQFU,Male,66,Fiber optic,One year,Electronic check,108.45,7076.35,True,True,True,True,True,False,True,True,True,True,True,True,False
3957-SQXML,Female,34,No,Two year,Credit card (automatic),24.95,894.3,False,True,True,True,True,False,False,False,False,False,False,False,False
5954-BDFSG,Female,72,Fiber optic,Two year,Credit card (automatic),107.5,7853.7,False,False,False,True,True,False,False,True,True,True,True,True,False
0434-CSFON,Female,47,Fiber optic,Month-to-month,Electronic check,100.5,4707.1,False,True,False,True,True,False,False,True,False,True,True,True,False
1215-FIGMP,Male,60,Fiber optic,Month-to-month,Bank transfer (automatic),89.9,5450.7,False,False,False,True,True,False,True,False,False,True,False,True,False
0526-SXDJP,Male,72,DSL,Two year,Bank transfer (automatic),42.1,2962.0,False,True,False,False,False,True,True,True,False,False,False,False,False
0557-ASKVU,Female,18,DSL,One year,Credit card (automatic),54.4,957.1,False,True,True,True,False,False,False,True,True,False,False,True,False
5698-BQJOH,Female,9,Fiber optic,Month-to-month,Electronic check,94.4,857.25,False,False,False,True,True,False,False,False,False,True,True,False,True
5122-CYFXA,Female,3,DSL,Month-to-month,Electronic check,75.3,244.1,False,False,False,True,False,False,True,False,True,True,True,True,False
8627-ZYGSZ,Male,47,Fiber optic,One year,Electronic check,78.9,3650.35,False,True,False,True,True,False,True,False,False,False,False,True,False
3410-YOQBQ,Female,31,DSL,Two year,Mailed check,79.2,2497.2,False,False,False,True,False,False,True,True,True,True,True,False,False
3170-NMYVV,Female,50,No,Two year,Bank transfer (automatic),20.15,930.9,False,True,True,True,False,False,False,False,False,False,False,False,False
7410-OIEDU,Male,10,Fiber optic,Month-to-month,Mailed check,79.85,887.35,False,False,False,True,False,True,False,True,False,False,False,True,False
2273-QCKXA,Male,1,DSL,Month-to-month,Mailed check,49.05,49.05,False,False,False,True,False,False,False,False,True,False,False,False,False
0731-EBJQB,Female,52,No,One year,Electronic check,20.4,1090.65,False,True,True,True,False,False,False,False,False,False,False,True,False
1891-QRQSA,Male,64,Fiber optic,Two year,Bank transfer (automatic),111.6,7099.0,True,True,True,True,True,True,False,True,True,True,True,True,False
8028-PNXHQ,Male,62,No,Two year,Bank transfer (automatic),24.25,1424.6,False,True,True,True,True,False,False,False,False,False,False,True,False
5630-AHZIL,Female,3,DSL,Month-to-month,Bank transfer (automatic),64.5,177.4,False,False,True,True,False,True,False,False,True,False,True,True,False
2673-CXQEU,Female,56,Fiber optic,One year,Electronic check,110.5,6139.5,True,False,False,True,True,True,True,True,False,True,True,False,False
6416-JNVRK,Female,46,DSL,One year,Credit card (automatic),55.65,2688.85,False,False,False,True,False,False,False,False,False,False,True,False,False
5590-ZSKRV,Female,8,DSL,Month-to-month,Mailed check,54.65,482.25,False,True,True,True,False,True,True,False,False,False,False,False,False
0191-ZHSKZ,Male,30,DSL,Month-to-month,Electronic check,74.75,2111.3,True,False,False,True,False,True,True,False,False,True,True,True,False
3887-PBQAO,Female,45,No,One year,Credit card (automatic),25.9,1216.6,False,True,True,True,True,False,False,False,False,False,False,True,False
5919-TMRGD,Female,1,Fiber optic,Month-to-month,Electronic check,79.35,79.35,False,False,True,True,False,False,False,False,False,True,False,True,True
8108-UXRQN,Female,11,DSL,Month-to-month,Electronic check,50.55,565.35,False,True,True,False,False,True,False,False,False,True,True,False,False
9191-MYQKX,Female,7,Fiber optic,Month-to-month,Bank transfer (automatic),75.15,496.9,False,True,False,True,False,False,False,True,False,False,False,True,True
9919-YLNNG,Female,42,Fiber optic,Month-to-month,Bank transfer (automatic),103.8,4327.5,False,False,False,True,False,False,True,True,True,True,True,True,False
0318-ZOPWS,Female,49,No,Two year,Bank transfer (automatic),20.15,973.35,False,True,False,True,False,False,False,False,False,False,False,True,False
4445-ZJNMU,Male,9,Fiber optic,Month-to-month,Credit card (automatic),99.3,918.75,False,False,False,True,True,False,True,False,False,True,True,True,False
4808-YNLEU,Female,35,DSL,One year,Bank transfer (automatic),62.15,2215.45,False,True,False,True,False,True,False,False,False,True,False,True,False
1862-QRWPE,Female,48,No,Two year,Bank transfer (automatic),20.65,1057.0,False,True,True,True,False,False,False,False,False,False,False,False,False
2796-NNUFI,Female,46,No,Two year,Mailed check,19.95,927.1,False,True,True,True,False,False,False,False,False,False,False,True,False
3016-KSVCP,Male,29,DSL,Month-to-month,Mailed check,33.75,1009.25,False,True,False,False,False,False,False,False,False,True,False,False,False
4767-HZZHQ,Male,30,Fiber optic,Month-to-month,Bank transfer (automatic),82.05,2570.2,False,True,True,True,False,False,True,True,False,False,False,False,False
2424-WVHPL,Male,1,Fiber optic,Month-to-month,Electronic check,74.7,74.7,True,False,False,True,False,False,False,False,True,False,False,False,False
7233-PAHHL,Male,66,DSL,Two year,Mailed check,84.0,5714.25,False,True,True,True,True,True,False,True,True,True,True,True,False
6067-NGCEU,Female,65,Fiber optic,Month-to-month,Credit card (automatic),111.05,7107.0,False,False,False,True,True,True,True,True,False,True,True,True,False
9848-JQJTX,Male,72,Fiber optic,Two year,Bank transfer (automatic),100.9,7459.05,False,False,False,True,True,False,True,True,False,True,True,True,False
8637-XJIVR,Female,12,Fiber optic,Month-to-month,Electronic check,78.95,927.35,False,False,False,True,True,True,False,False,False,False,False,True,True
9803-FTJCG,Male,71,DSL,One year,Credit card (automatic),66.85,4748.7,False,True,True,True,True,True,True,False,True,False,False,True,False
0278-YXOOG,Male,5,No,Month-to-month,Mailed check,21.05,113.85,False,False,False,True,False,False,False,False,False,False,False,False,True
3212-KXOCR,Male,52,No,Two year,Bank transfer (automatic),21.0,1107.2,False,False,False,True,False,False,False,False,False,False,False,False,False
4598-XLKNJ,Female,25,Fiber optic,Month-to-month,Electronic check,98.5,2514.5,True,True,False,True,False,False,True,True,False,True,True,True,True
6380-ARCEH,Male,1,No,Month-to-month,Mailed check,20.2,20.2,False,False,False,True,False,False,False,False,False,False,False,False,False
3679-XASPY,Female,1,No,Month-to-month,Electronic check,19.45,19.45,False,True,True,True,False,False,False,False,False,False,False,False,False
7123-WQUHX,Male,38,Fiber optic,One year,Bank transfer (automatic),95.0,3605.6,False,False,False,True,True,False,False,True,True,True,False,False,False
5386-THSLQ,Female,66,DSL,One year,Bank transfer (automatic),45.55,3027.25,True,True,False,False,False,False,True,True,False,True,False,False,False
3192-NQECA,Male,68,Fiber optic,Two year,Bank transfer (automatic),110.0,7611.85,False,True,False,True,True,False,True,True,True,True,True,True,True
6180-YBIQI,Male,5,DSL,Month-to-month,Mailed check,24.3,100.2,False,False,False,False,False,False,False,False,False,False,False,False,False
6728-DKUCO,Female,72,Fiber optic,One year,Electronic check,104.15,7303.05,False,True,True,True,True,True,True,False,False,True,True,True,False
9750-BOOHV,Female,32,DSL,One year,Mailed check,30.15,927.65,False,False,False,False,False,True,False,False,False,False,False,False,False
8597-CWYHH,Male,43,Fiber optic,One year,Mailed check,94.35,3921.3,False,False,False,True,True,False,False,False,False,True,True,False,False
2848-YXSMW,Male,72,No,Two year,Credit card (automatic),19.4,1363.25,False,True,True,True,False,False,False,False,False,False,False,False,False
0486-HECZI,Male,55,Fiber optic,Month-to-month,Electronic check,96.75,5238.9,False,True,False,True,True,True,True,False,False,True,False,True,True
4549-ZDQYY,Female,52,DSL,One year,Credit card (automatic),57.95,3042.25,False,False,False,True,False,True,False,True,True,False,False,False,False
5712-AHQNN,Female,43,Fiber optic,Month-to-month,Electronic check,91.65,3954.1,False,False,False,True,False,False,True,True,False,True,False,True,False
4846-WHAFZ,Female,37,Fiber optic,Month-to-month,Electronic check,76.5,2868.15,True,True,False,True,True,False,False,False,False,False,False,True,True
5256-SKJGO,Female,64,DSL,Two year,Electronic check,54.6,3423.5,False,True,True,False,False,False,True,False,True,True,True,True,False
3071-VBYPO,Male,3,Fiber optic,Month-to-month,Electronic check,89.85,248.4,False,True,True,True,False,True,True,False,False,True,False,False,False
9560-BBZXK,Female,36,DSL,Two year,Bank transfer (automatic),31.05,1126.35,False,False,False,False,False,True,False,False,False,False,False,False,False
5299-RULOA,Female,10,Fiber optic,Month-to-month,Electronic check,100.25,1064.65,False,True,True,True,True,True,False,False,False,True,True,True,True
8402-OOOHJ,Female,41,No,Two year,Mailed check,20.65,835.15,False,False,False,True,False,False,False,False,False,False,False,False,False
9445-ZUEQE,Male,27,Fiber optic,Month-to-month,Credit card (automatic),85.2,2151.6,False,True,True,True,True,False,True,False,True,False,False,True,False
1091-SOZGA,Female,56,Fiber optic,One year,Credit card (automatic),99.8,5515.45,False,True,True,True,True,False,False,True,False,True,True,True,False
2928-HLDBA,Female,6,No,Month-to-month,Mailed check,20.7,112.75,False,False,False,True,False,False,False,False,False,False,False,False,False
0404-SWRVG,Male,3,Fiber optic,Month-to-month,Electronic check,74.4,229.55,False,False,False,True,True,False,False,False,False,False,False,True,True
6497-TILVL,Female,7,DSL,Month-to-month,Mailed check,50.7,350.35,False,True,True,True,False,True,False,False,False,False,False,False,False
7219-TLZHO,Female,4,No,Month-to-month,Mailed check,20.85,62.9,False,True,True,True,False,False,False,False,False,False,False,False,False
4622-YNKIJ,Male,33,Fiber optic,Two year,Electronic check,88.95,3027.65,False,False,False,True,False,True,False,False,True,True,False,True,False
4412-YLTKF,Female,27,Fiber optic,Month-to-month,Electronic check,78.05,2135.5,True,False,False,True,True,False,False,True,False,False,False,True,True
6734-PSBAW,Male,72,No,Two year,Bank transfer (automatic),23.55,1723.95,False,True,False,True,True,False,False,False,False,False,False,True,False
3930-ZGWVE,Male,1,No,Month-to-month,Mailed check,19.75,19.75,False,False,False,True,False,False,False,False,False,False,False,False,False
2639-UGMAZ,Male,71,DSL,One year,Electronic check,56.45,3985.35,True,False,False,False,False,True,True,False,False,True,True,True,False
2876-GZYZC,Female,13,Fiber optic,Month-to-month,Electronic check,85.95,1215.65,False,False,False,True,True,False,False,False,False,False,True,True,False
6207-WIOLX,Female,25,DSL,Month-to-month,Credit card (automatic),58.6,1502.65,False,True,True,False,False,True,True,True,False,True,True,True,True
8587-XYZSF,Male,67,DSL,Two year,Bank transfer (automatic),50.55,3260.1,False,False,False,True,False,False,False,False,True,False,False,False,False
3091-FYHKI,Male,1,DSL,Month-to-month,Electronic check,35.45,35.45,False,False,False,False,False,False,False,False,False,False,True,True,True
2372-HWUHI,Male,2,DSL,Month-to-month,Electronic check,44.35,81.25,False,False,False,True,False,False,False,False,False,False,False,False,True
7799-LGRDP,Female,43,No,Two year,Credit card (automatic),25.7,1188.2,False,False,False,True,True,False,False,False,False,False,False,True,False
7850-VWJUU,Female,23,Fiber optic,Month-to-month,Bank transfer (automatic),75.0,1778.5,False,False,False,True,False,True,False,False,False,False,False,True,False
3774-VBNXY,Female,64,No,Two year,Mailed check,20.2,1277.75,False,True,True,True,False,False,False,False,False,False,False,False,False
6217-KDYWC,Male,57,No,Two year,Mailed check,19.6,1170.55,False,False,True,True,False,False,False,False,False,False,False,True,False
0390-DCFDQ,Female,1,Fiber optic,Month-to-month,Mailed check,70.45,70.45,True,True,False,True,False,False,False,False,False,False,False,True,True
3146-MSEGF,Female,72,DSL,Two year,Credit card (automatic),88.05,6425.65,True,True,True,True,True,True,True,True,True,True,True,True,False
4080-OGPJL,Female,8,DSL,Month-to-month,Electronic check,71.15,563.65,False,False,False,True,True,True,False,False,True,False,True,False,True
1095-WGNGG,Female,61,Fiber optic,Two year,Bank transfer (automatic),101.05,5971.25,False,True,False,True,True,False,True,False,False,True,True,True,False
2636-SJDOU,Male,64,Fiber optic,One year,Credit card (automatic),84.3,5289.05,False,False,False,True,True,True,True,False,False,False,False,True,False
1131-QQZEB,Male,71,No,Two year,Bank transfer (automatic),23.95,1756.2,True,True,False,True,True,False,False,False,False,False,False,False,False
5716-EZXZN,Female,65,Fiber optic,Two year,Credit card (automatic),99.05,6416.7,False,True,True,True,True,True,True,False,True,True,False,True,False
6837-BJYDQ,Male,3,No,One year,Mailed check,19.6,61.35,False,False,False,True,False,False,False,False,False,False,False,False,False
2135-RXIHG,Male,1,DSL,Month-to-month,Electronic check,45.65,45.65,False,False,False,True,False,False,False,False,False,False,False,True,True
6440-DKQGE,Male,30,DSL,One year,Credit card (automatic),64.5,1929.95,False,False,True,True,False,False,True,True,False,True,False,False,False
3466-BYAVD,Male,15,DSL,Month-to-month,Mailed check,69.5,1071.4,False,True,True,True,False,False,True,True,True,False,True,True,False
3780-YVMFA,Female,8,DSL,Month-to-month,Electronic check,68.55,564.35,False,True,True,True,False,False,False,False,True,True,True,True,False
3874-EQOEP,Male,7,Fiber optic,Month-to-month,Mailed check,95.0,655.5,False,False,False,True,True,False,False,False,False,True,True,False,True
1679-JRFBR,Female,70,Fiber optic,One year,Credit card (automatic),108.15,7930.55,False,True,True,True,True,True,True,True,False,True,True,True,False
9073-ZZIAY,Male,62,DSL,Two year,Electronic check,86.1,5215.25,False,True,True,True,False,True,True,True,True,True,True,False,False
3077-RSNTJ,Female,6,No,Month-to-month,Mailed check,19.7,113.5,False,True,True,True,False,False,False,False,False,False,False,False,False
6551-GNYDG,Female,14,Fiber optic,Month-to-month,Bank transfer (automatic),80.9,1152.8,False,True,True,True,False,False,False,False,False,False,True,True,False
9167-APMXZ,Female,22,Fiber optic,Month-to-month,Bank transfer (automatic),84.15,1821.95,False,False,False,True,True,False,False,False,False,True,False,True,False
2749-CTKAJ,Male,22,No,One year,Mailed check,20.15,419.9,False,True,True,True,False,False,False,False,False,False,False,False,False
6371-NZYEG,Male,16,DSL,Two year,Mailed check,64.25,1024.0,False,True,True,True,False,True,False,True,False,True,False,False,False
7554-NEWDD,Male,10,No,Two year,Bank transfer (automatic),25.7,251.6,False,False,False,True,True,False,False,False,False,False,False,False,False
8992-VONJD,Female,13,DSL,Month-to-month,Electronic check,56.0,764.55,False,False,True,True,False,True,True,False,False,False,False,True,False
0867-MKZVY,Female,20,Fiber optic,Month-to-month,Electronic check,82.4,1592.35,False,True,False,True,True,True,False,False,False,False,False,False,True
4482-EWFMI,Female,2,Fiber optic,Month-to-month,Electronic check,69.7,135.2,False,False,False,True,False,False,False,False,False,False,False,True,False
4648-YPBTM,Male,53,DSL,Two year,Bank transfer (automatic),73.9,3958.25,False,False,False,True,True,False,True,True,True,False,True,True,False
2907-ILJBN,Female,11,No,One year,Mailed check,20.6,233.9,False,True,True,True,False,False,False,False,False,False,False,False,False
6345-FZOQH,Male,69,No,Two year,Mailed check,19.9,1363.45,False,True,False,True,False,False,False,False,False,False,False,False,False
3376-BMGFE,Female,4,Fiber optic,Month-to-month,Bank transfer (automatic),70.9,273.0,False,False,False,True,False,False,False,False,False,False,False,True,True
5997-OPVFA,Male,72,DSL,Two year,Bank transfer (automatic),89.05,6254.45,False,True,False,True,True,True,True,True,True,True,True,True,False
3445-HXXGF,Male,58,DSL,Month-to-month,Electronic check,45.3,2651.2,True,True,False,False,False,False,True,True,False,False,True,True,True
1159-WFSGR,Female,16,No,Month-to-month,Electronic check,20.4,321.4,False,True,True,True,False,False,False,False,False,False,False,False,False
7654-YWJUF,Male,43,Fiber optic,One year,Bank transfer (automatic),84.25,3539.25,False,True,False,True,False,True,False,True,True,False,False,True,False
1875-QIVME,Female,2,Fiber optic,Month-to-month,Electronic check,104.4,242.8,False,True,False,True,True,False,False,True,True,True,True,True,True
6727-IOTLZ,Male,14,DSL,Two year,Mailed check,81.95,1181.75,False,True,False,True,False,False,True,True,True,True,True,False,False
0691-JVSYA,Female,53,Fiber optic,One year,Bank transfer (automatic),94.85,5000.2,False,True,False,True,False,False,False,True,False,True,True,True,True
5918-VUKWP,Female,32,No,One year,Bank transfer (automatic),20.55,654.55,False,False,False,True,False,False,False,False,False,False,False,False,False
1744-JHKYS,Female,34,No,Month-to-month,Electronic check,24.7,780.2,False,True,False,True,True,False,False,False,False,False,False,False,False
2656-FMOKZ,Female,15,Fiber optic,Month-to-month,Mailed check,74.45,1145.7,True,False,False,True,True,False,False,False,False,False,False,True,True
2070-FNEXE,Female,7,Fiber optic,Month-to-month,Bank transfer (automatic),76.45,503.6,True,False,False,True,False,True,False,False,False,False,False,False,True
5947-SGKCL,Female,15,Fiber optic,Month-to-month,Bank transfer (automatic),105.35,1559.25,False,True,True,True,True,False,True,True,False,True,True,True,False
3712-PKXZA,Male,61,No,One year,Credit card (automatic),20.55,1252.0,False,True,False,True,False,False,False,False,False,False,False,True,False
6317-YPKDH,Female,1,DSL,Month-to-month,Bank transfer (automatic),29.95,29.95,False,False,False,False,False,False,True,False,False,False,False,False,True
6582-OIVSP,Female,1,DSL,Month-to-month,Mailed check,45.3,45.3,False,False,False,True,False,False,False,False,False,False,False,False,False
9367-WXLCH,Male,8,Fiber optic,Month-to-month,Bank transfer (automatic),84.5,662.65,False,False,False,True,True,False,False,False,False,False,True,False,True
5524-KHNJP,Male,33,DSL,One year,Credit card (automatic),74.75,2453.3,False,True,True,True,False,True,False,True,False,True,True,False,False
1918-ZBFQJ,Female,13,Fiber optic,Month-to-month,Electronic check,79.25,1111.65,False,False,False,True,False,False,True,True,False,False,False,True,True
1024-GUALD,Female,1,DSL,Month-to-month,Electronic check,24.8,24.8,False,True,False,False,False,False,False,False,False,False,False,True,True
4827-USJHP,Male,20,DSL,Month-to-month,Mailed check,51.8,1023.85,False,False,False,True,False,False,True,False,False,False,False,True,False
8167-GJLRN,Male,3,DSL,Month-to-month,Electronic check,30.4,82.15,False,False,False,False,False,False,False,False,True,False,False,False,False
0956-SYCWG,Female,13,No,One year,Electronic check,19.65,244.8,False,False,False,True,False,False,False,False,False,False,False,False,False
8017-UVSZU,Female,40,DSL,Month-to-month,Credit card (automatic),56.6,2379.1,False,True,False,True,True,False,True,False,False,False,False,False,False
7100-FQPRV,Male,43,DSL,One year,Credit card (automatic),71.9,3173.35,False,True,True,True,True,True,False,False,True,False,True,True,False
2472-OVKUP,Male,6,Fiber optic,Month-to-month,Electronic check,91.0,531.0,False,True,False,True,False,False,True,True,False,False,True,True,True
2984-RGEYA,Female,69,No,Two year,Bank transfer (automatic),19.75,1375.4,False,True,True,True,False,False,False,False,False,False,False,False,False
9680-NIAUV,Female,72,Fiber optic,Two year,Credit card (automatic),109.7,8129.3,False,True,True,True,True,True,True,True,False,True,True,False,False
2146-EGVDT,Male,59,No,Two year,Credit card (automatic),19.3,1192.7,False,True,True,True,False,False,False,False,False,False,False,False,False
2604-IJPDU,Female,20,Fiber optic,Month-to-month,Electronic check,96.55,1901.65,False,True,False,True,False,True,True,False,True,True,False,True,False
9178-JHUVJ,Male,24,No,Two year,Bank transfer (automatic),24.1,587.4,False,True,True,True,True,False,False,False,False,False,False,True,False
6168-YBYNP,Male,59,Fiber optic,Month-to-month,Electronic check,111.35,6519.75,False,False,False,True,True,False,True,True,True,True,True,True,False
7255-SSFBC,Male,72,Fiber optic,Two year,Bank transfer (automatic),112.25,8041.65,False,True,True,True,True,False,True,True,True,True,True,True,False
3645-DEYGF,Male,1,No,Month-to-month,Mailed check,20.75,20.75,False,False,True,True,False,False,False,False,False,False,False,False,False
9323-HGFWY,Female,27,Fiber optic,One year,Credit card (automatic),101.9,2681.15,False,True,False,True,False,True,False,False,True,True,True,True,False
8544-GOQSH,Female,14,Fiber optic,Month-to-month,Credit card (automatic),80.05,1112.3,False,False,False,True,False,False,True,False,True,False,False,True,False
3363-DTIVD,Male,71,Fiber optic,Two year,Electronic check,105.55,7405.5,False,True,True,True,True,True,False,True,False,True,True,False,False
7018-WBJNK,Male,13,Fiber optic,Month-to-month,Credit card (automatic),78.3,1033.95,False,False,True,True,False,False,False,False,False,True,False,True,False
9142-KZXOP,Male,44,Fiber optic,Month-to-month,Credit card (automatic),68.85,2958.95,False,False,False,True,False,False,False,False,False,False,False,False,False
